m,p,lambda,fam,T,Z,ratio,mu,dictatorship,maximal
5,0.333333333333,0.5,1119509,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 4), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17896725,-0,4,0.79012345679,0.526748971193,0,"[(2, 4), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286332181,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 4), (3, 4, 5)]"
5,0.333333333333,0.5,333077,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 4), (3, 4), (2, 5)]"
5,0.333333333333,0.5,17110293,-0,4,0.79012345679,0.526748971193,0,"[(2, 4), (3, 4), (2, 5), (4, 5)]"
5,0.333333333333,0.5,84219157,-0,4.125,0.814814814815,0.543209876543,0,"[(3, 4), (2, 4, 5)]"
5,0.333333333333,0.5,1381653,-0,4,0.79012345679,0.526748971193,0,"[(2, 4), (3, 4), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18158869,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 4), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286594325,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 4), (2, 5), (3, 4, 5)]"
5,0.333333333333,0.5,85267733,-0,4.375,0.864197530864,0.576131687243,0,"[(3, 4), (3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,353703189,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,85,-0,2.25,0.444444444444,0.296296296296,0,"[(2, 3)]"
5,0.333333333333,0.5,65621,-0,2.75,0.543209876543,0.362139917695,0,"[(2, 3), (5,)]"
5,0.333333333333,0.5,1114197,-0,3,0.592592592593,0.395061728395,0,"[(2, 3), (3, 5)]"
5,0.333333333333,0.5,327765,-0,3,0.592592592593,0.395061728395,0,"[(2, 3), (2, 5)]"
5,0.333333333333,0.5,1376341,-0,3.25,0.641975308642,0.427983539095,0,"[(2, 3), (2, 5), (3, 5)]"
5,0.333333333333,0.5,5570645,-0,3.375,0.666666666667,0.444444444444,0,"[(2, 3, 5)]"
5,0.333333333333,0.5,341,-0,2.75,0.543209876543,0.362139917695,0,"[(2, 3), (4,)]"
5,0.333333333333,0.5,65877,-0,3.25,0.641975308642,0.427983539095,0,"[(2, 3), (4,), (5,)]"
5,0.333333333333,0.5,16843093,-0,3.5,0.691358024691,0.460905349794,0,"[(2, 3), (4, 5)]"
5,0.333333333333,0.5,1114453,-0,3.5,0.691358024691,0.460905349794,0,"[(2, 3), (4,), (3, 5)]"
5,0.333333333333,0.5,17891669,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (3, 5), (4, 5)]"
5,0.333333333333,0.5,328021,-0,3.5,0.691358024691,0.460905349794,0,"[(2, 3), (4,), (2, 5)]"
5,0.333333333333,0.5,17105237,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (2, 5), (4, 5)]"
5,0.333333333333,0.5,1376597,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (4,), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18153813,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,5570901,-0,3.875,0.765432098765,0.510288065844,0,"[(4,), (2, 3, 5)]"
5,0.333333333333,0.5,22348117,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3, 5), (4, 5)]"
5,0.333333333333,0.5,4437,-0,3,0.592592592593,0.395061728395,0,"[(2, 3), (3, 4)]"
5,0.333333333333,0.5,69973,-0,3.5,0.691358024691,0.460905349794,0,"[(2, 3), (3, 4), (5,)]"
5,0.333333333333,0.5,16847189,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1118549,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17895765,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286331221,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3), (3, 4, 5)]"
5,0.333333333333,0.5,332117,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (3, 4), (2, 5)]"
5,0.333333333333,0.5,17109333,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (3, 4), (2, 5), (4, 5)]"
5,0.333333333333,0.5,1380693,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (3, 4), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18157909,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 3), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286593365,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3), (2, 5), (3, 4, 5)]"
5,0.333333333333,0.5,5574997,-0,4.125,0.814814814815,0.543209876543,0,"[(3, 4), (2, 3, 5)]"
5,0.333333333333,0.5,22352213,-0,4.375,0.864197530864,0.576131687243,0,"[(3, 4), (2, 3, 5), (4, 5)]"
5,0.333333333333,0.5,290787669,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3, 5), (3, 4, 5)]"
5,0.333333333333,0.5,1365,-0,3,0.592592592593,0.395061728395,0,"[(2, 3), (2, 4)]"
5,0.333333333333,0.5,66901,-0,3.5,0.691358024691,0.460905349794,0,"[(2, 3), (2, 4), (5,)]"
5,0.333333333333,0.5,16844117,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (2, 4), (4, 5)]"
5,0.333333333333,0.5,1115477,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (2, 4), (3, 5)]"
5,0.333333333333,0.5,17892693,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,329045,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (2, 4), (2, 5)]"
5,0.333333333333,0.5,17106261,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (2, 5), (4, 5)]"
5,0.333333333333,0.5,84215125,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3), (2, 4, 5)]"
5,0.333333333333,0.5,1377621,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18154837,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,85263701,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3), (3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,5571925,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 4), (2, 3, 5)]"
5,0.333333333333,0.5,22349141,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 4), (2, 3, 5), (4, 5)]"
5,0.333333333333,0.5,89458005,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,5461,-0,3.25,0.641975308642,0.427983539095,0,"[(2, 3), (2, 4), (3, 4)]"
5,0.333333333333,0.5,70997,-0,3.75,0.740740740741,0.493827160494,0,"[(2, 3), (2, 4), (3, 4), (5,)]"
5,0.333333333333,0.5,16848213,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1119573,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17896789,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 3), (2, 4), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286332245,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3), (2, 4), (3, 4, 5)]"
5,0.333333333333,0.5,333141,-0,4,0.79012345679,0.526748971193,0,"[(2, 3), (2, 4), (3, 4), (2, 5)]"
5,0.333333333333,0.5,17110357,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (4, 5)]"
5,0.333333333333,0.5,84219221,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3), (3, 4), (2, 4, 5)]"
5,0.333333333333,0.5,1381717,-0,4.25,0.83950617284,0.559670781893,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18158933,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3), (2, 4), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286594389,-0,4.625,0.913580246914,0.609053497942,0,"[(2, 3), (2, 4), (2, 5), (3, 4, 5)]"
5,0.333333333333,0.5,85267797,-0,4.625,0.913580246914,0.609053497942,0,"[(2, 3), (3, 4), (3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,353703253,-0,4.75,0.938271604938,0.625514403292,0,"[(2, 3), (2, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,5576021,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 4), (3, 4), (2, 3, 5)]"
5,0.333333333333,0.5,22353237,-0,4.625,0.913580246914,0.609053497942,0,"[(2, 4), (3, 4), (2, 3, 5), (4, 5)]"
5,0.333333333333,0.5,290788693,-0,4.75,0.938271604938,0.625514403292,0,"[(2, 4), (2, 3, 5), (3, 4, 5)]"
5,0.333333333333,0.5,89462101,-0,4.75,0.938271604938,0.625514403292,0,"[(3, 4), (2, 3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,357897557,-0,4.875,0.962962962963,0.641975308642,0,"[(2, 3, 5), (2, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,21845,-0,3.375,0.666666666667,0.444444444444,0,"[(2, 3, 4)]"
5,0.333333333333,0.5,87381,-0,3.875,0.765432098765,0.510288065844,0,"[(2, 3, 4), (5,)]"
5,0.333333333333,0.5,16864597,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3, 4), (4, 5)]"
5,0.333333333333,0.5,1135957,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3, 4), (3, 5)]"
5,0.333333333333,0.5,17913173,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286348629,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3, 4), (3, 4, 5)]"
5,0.333333333333,0.5,349525,-0,4.125,0.814814814815,0.543209876543,0,"[(2, 3, 4), (2, 5)]"
5,0.333333333333,0.5,17126741,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3, 4), (2, 5), (4, 5)]"
5,0.333333333333,0.5,84235605,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3, 4), (2, 4, 5)]"
5,0.333333333333,0.5,1398101,-0,4.375,0.864197530864,0.576131687243,0,"[(2, 3, 4), (2, 5), (3, 5)]"
5,0.333333333333,0.5,18175317,-0,4.625,0.913580246914,0.609053497942,0,"[(2, 3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286610773,-0,4.75,0.938271604938,0.625514403292,0,"[(2, 3, 4), (2, 5), (3, 4, 5)]"
5,0.333333333333,0.5,85284181,-0,4.75,0.938271604938,0.625514403292,0,"[(2, 3, 4), (3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,353719637,-0,4.875,0.962962962963,0.641975308642,0,"[(2, 3, 4), (2, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,5592405,-0,4.5,0.888888888889,0.592592592593,0,"[(2, 3, 4), (2, 3, 5)]"
5,0.333333333333,0.5,22369621,-0,4.75,0.938271604938,0.625514403292,0,"[(2, 3, 4), (2, 3, 5), (4, 5)]"
5,0.333333333333,0.5,290805077,-0,4.875,0.962962962963,0.641975308642,0,"[(2, 3, 4), (2, 3, 5), (3, 4, 5)]"
5,0.333333333333,0.5,89478485,-0,4.875,0.962962962963,0.641975308642,0,"[(2, 3, 4), (2, 3, 5), (2, 4, 5)]"
5,0.333333333333,0.5,357913941,-0,5,0.987654320988,0.658436213992,0,"[(2, 3, 4), (2, 3, 5), (2, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,1431655765,-0,5.0625,1,0.666666666667,1,"[(2, 3, 4, 5)]"
5,0.333333333333,0.5,3,-0,1.5,0.296296296296,0.197530864198,0,"[(1,)]"
5,0.333333333333,0.5,65539,-0,2,0.395061728395,0.263374485597,0,"[(1,), (5,)]"
5,0.333333333333,0.5,196611,-0,2.25,0.444444444444,0.296296296296,0,"[(1, 5)]"
5,0.333333333333,0.5,259,-0,2,0.395061728395,0.263374485597,0,"[(1,), (4,)]"
5,0.333333333333,0.5,65795,-0,2.5,0.493827160494,0.329218106996,0,"[(1,), (4,), (5,)]"
5,0.333333333333,0.5,16843011,-0,2.75,0.543209876543,0.362139917695,0,"[(1,), (4, 5)]"
5,0.333333333333,0.5,196867,-0,2.75,0.543209876543,0.362139917695,0,"[(4,), (1, 5)]"
5,0.333333333333,0.5,16974083,-0,3,0.592592592593,0.395061728395,0,"[(1, 5), (4, 5)]"
5,0.333333333333,0.5,771,-0,2.25,0.444444444444,0.296296296296,0,"[(1, 4)]"
5,0.333333333333,0.5,66307,-0,2.75,0.543209876543,0.362139917695,0,"[(1, 4), (5,)]"
5,0.333333333333,0.5,16843523,-0,3,0.592592592593,0.395061728395,0,"[(1, 4), (4, 5)]"
5,0.333333333333,0.5,197379,-0,3,0.592592592593,0.395061728395,0,"[(1, 4), (1, 5)]"
5,0.333333333333,0.5,16974595,-0,3.25,0.641975308642,0.427983539095,0,"[(1, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,50529027,-0,3.375,0.666666666667,0.444444444444,0,"[(1, 4, 5)]"
5,0.333333333333,0.5,19,-0,2,0.395061728395,0.263374485597,0,"[(1,), (3,)]"
5,0.333333333333,0.5,65555,-0,2.5,0.493827160494,0.329218106996,0,"[(1,), (3,), (5,)]"
5,0.333333333333,0.5,1114131,-0,2.75,0.543209876543,0.362139917695,0,"[(1,), (3, 5)]"
5,0.333333333333,0.5,196627,-0,2.75,0.543209876543,0.362139917695,0,"[(3,), (1, 5)]"
5,0.333333333333,0.5,1245203,-0,3,0.592592592593,0.395061728395,0,"[(1, 5), (3, 5)]"
5,0.333333333333,0.5,275,-0,2.5,0.493827160494,0.329218106996,0,"[(1,), (3,), (4,)]"
5,0.333333333333,0.5,65811,-0,3,0.592592592593,0.395061728395,0,"[(1,), (3,), (4,), (5,)]"
5,0.333333333333,0.5,16843027,-0,3.25,0.641975308642,0.427983539095,0,"[(1,), (3,), (4, 5)]"
5,0.333333333333,0.5,1114387,-0,3.25,0.641975308642,0.427983539095,0,"[(1,), (4,), (3, 5)]"
5,0.333333333333,0.5,17891603,-0,3.5,0.691358024691,0.460905349794,0,"[(1,), (3, 5), (4, 5)]"
5,0.333333333333,0.5,196883,-0,3.25,0.641975308642,0.427983539095,0,"[(3,), (4,), (1, 5)]"
5,0.333333333333,0.5,16974099,-0,3.5,0.691358024691,0.460905349794,0,"[(3,), (1, 5), (4, 5)]"
5,0.333333333333,0.5,1245459,-0,3.5,0.691358024691,0.460905349794,0,"[(4,), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18022675,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,4371,-0,2.75,0.543209876543,0.362139917695,0,"[(1,), (3, 4)]"
5,0.333333333333,0.5,69907,-0,3.25,0.641975308642,0.427983539095,0,"[(1,), (3, 4), (5,)]"
5,0.333333333333,0.5,16847123,-0,3.5,0.691358024691,0.460905349794,0,"[(1,), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1118483,-0,3.5,0.691358024691,0.460905349794,0,"[(1,), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17895699,-0,3.75,0.740740740741,0.493827160494,0,"[(1,), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286331155,-0,3.875,0.765432098765,0.510288065844,0,"[(1,), (3, 4, 5)]"
5,0.333333333333,0.5,200979,-0,3.5,0.691358024691,0.460905349794,0,"[(3, 4), (1, 5)]"
5,0.333333333333,0.5,16978195,-0,3.75,0.740740740741,0.493827160494,0,"[(3, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,1249555,-0,3.75,0.740740740741,0.493827160494,0,"[(3, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18026771,-0,4,0.79012345679,0.526748971193,0,"[(3, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286462227,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 5), (3, 4, 5)]"
5,0.333333333333,0.5,787,-0,2.75,0.543209876543,0.362139917695,0,"[(3,), (1, 4)]"
5,0.333333333333,0.5,66323,-0,3.25,0.641975308642,0.427983539095,0,"[(3,), (1, 4), (5,)]"
5,0.333333333333,0.5,16843539,-0,3.5,0.691358024691,0.460905349794,0,"[(3,), (1, 4), (4, 5)]"
5,0.333333333333,0.5,1114899,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 4), (3, 5)]"
5,0.333333333333,0.5,17892115,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,197395,-0,3.5,0.691358024691,0.460905349794,0,"[(3,), (1, 4), (1, 5)]"
5,0.333333333333,0.5,16974611,-0,3.75,0.740740740741,0.493827160494,0,"[(3,), (1, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,50529043,-0,3.875,0.765432098765,0.510288065844,0,"[(3,), (1, 4, 5)]"
5,0.333333333333,0.5,1245971,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18023187,-0,4,0.79012345679,0.526748971193,0,"[(1, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,51577619,-0,4.125,0.814814814815,0.543209876543,0,"[(3, 5), (1, 4, 5)]"
5,0.333333333333,0.5,4883,-0,3,0.592592592593,0.395061728395,0,"[(1, 4), (3, 4)]"
5,0.333333333333,0.5,70419,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 4), (3, 4), (5,)]"
5,0.333333333333,0.5,16847635,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 4), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1118995,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 4), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17896211,-0,4,0.79012345679,0.526748971193,0,"[(1, 4), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286331667,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 4), (3, 4, 5)]"
5,0.333333333333,0.5,201491,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 4), (3, 4), (1, 5)]"
5,0.333333333333,0.5,16978707,-0,4,0.79012345679,0.526748971193,0,"[(1, 4), (3, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,50533139,-0,4.125,0.814814814815,0.543209876543,0,"[(3, 4), (1, 4, 5)]"
5,0.333333333333,0.5,1250067,-0,4,0.79012345679,0.526748971193,0,"[(1, 4), (3, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18027283,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 4), (3, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286462739,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 4), (1, 5), (3, 4, 5)]"
5,0.333333333333,0.5,51581715,-0,4.375,0.864197530864,0.576131687243,0,"[(3, 4), (3, 5), (1, 4, 5)]"
5,0.333333333333,0.5,320017171,-0,4.5,0.888888888889,0.592592592593,0,"[(1, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,51,-0,2.25,0.444444444444,0.296296296296,0,"[(1, 3)]"
5,0.333333333333,0.5,65587,-0,2.75,0.543209876543,0.362139917695,0,"[(1, 3), (5,)]"
5,0.333333333333,0.5,1114163,-0,3,0.592592592593,0.395061728395,0,"[(1, 3), (3, 5)]"
5,0.333333333333,0.5,196659,-0,3,0.592592592593,0.395061728395,0,"[(1, 3), (1, 5)]"
5,0.333333333333,0.5,1245235,-0,3.25,0.641975308642,0.427983539095,0,"[(1, 3), (1, 5), (3, 5)]"
5,0.333333333333,0.5,3342387,-0,3.375,0.666666666667,0.444444444444,0,"[(1, 3, 5)]"
5,0.333333333333,0.5,307,-0,2.75,0.543209876543,0.362139917695,0,"[(1, 3), (4,)]"
5,0.333333333333,0.5,65843,-0,3.25,0.641975308642,0.427983539095,0,"[(1, 3), (4,), (5,)]"
5,0.333333333333,0.5,16843059,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 3), (4, 5)]"
5,0.333333333333,0.5,1114419,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 3), (4,), (3, 5)]"
5,0.333333333333,0.5,17891635,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (3, 5), (4, 5)]"
5,0.333333333333,0.5,196915,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 3), (4,), (1, 5)]"
5,0.333333333333,0.5,16974131,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (1, 5), (4, 5)]"
5,0.333333333333,0.5,1245491,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (4,), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18022707,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,3342643,-0,3.875,0.765432098765,0.510288065844,0,"[(4,), (1, 3, 5)]"
5,0.333333333333,0.5,20119859,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 3, 5), (4, 5)]"
5,0.333333333333,0.5,4403,-0,3,0.592592592593,0.395061728395,0,"[(1, 3), (3, 4)]"
5,0.333333333333,0.5,69939,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 3), (3, 4), (5,)]"
5,0.333333333333,0.5,16847155,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1118515,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17895731,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286331187,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 3), (3, 4, 5)]"
5,0.333333333333,0.5,201011,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (3, 4), (1, 5)]"
5,0.333333333333,0.5,16978227,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (3, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,1249587,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (3, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18026803,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 3), (3, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286462259,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 3), (1, 5), (3, 4, 5)]"
5,0.333333333333,0.5,3346739,-0,4.125,0.814814814815,0.543209876543,0,"[(3, 4), (1, 3, 5)]"
5,0.333333333333,0.5,20123955,-0,4.375,0.864197530864,0.576131687243,0,"[(3, 4), (1, 3, 5), (4, 5)]"
5,0.333333333333,0.5,288559411,-0,4.5,0.888888888889,0.592592592593,0,"[(1, 3, 5), (3, 4, 5)]"
5,0.333333333333,0.5,819,-0,3,0.592592592593,0.395061728395,0,"[(1, 3), (1, 4)]"
5,0.333333333333,0.5,66355,-0,3.5,0.691358024691,0.460905349794,0,"[(1, 3), (1, 4), (5,)]"
5,0.333333333333,0.5,16843571,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (1, 4), (4, 5)]"
5,0.333333333333,0.5,1114931,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (1, 4), (3, 5)]"
5,0.333333333333,0.5,17892147,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,197427,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (1, 4), (1, 5)]"
5,0.333333333333,0.5,16974643,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,50529075,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 3), (1, 4, 5)]"
5,0.333333333333,0.5,1246003,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18023219,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 3), (1, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,51577651,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 3), (3, 5), (1, 4, 5)]"
5,0.333333333333,0.5,3343155,-0,4.125,0.814814814815,0.543209876543,0,"[(1, 4), (1, 3, 5)]"
5,0.333333333333,0.5,20120371,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 4), (1, 3, 5), (4, 5)]"
5,0.333333333333,0.5,53674803,-0,4.5,0.888888888889,0.592592592593,0,"[(1, 3, 5), (1, 4, 5)]"
5,0.333333333333,0.5,4915,-0,3.25,0.641975308642,0.427983539095,0,"[(1, 3), (1, 4), (3, 4)]"
5,0.333333333333,0.5,70451,-0,3.75,0.740740740741,0.493827160494,0,"[(1, 3), (1, 4), (3, 4), (5,)]"
5,0.333333333333,0.5,16847667,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (3, 4), (4, 5)]"
5,0.333333333333,0.5,1119027,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (3, 4), (3, 5)]"
5,0.333333333333,0.5,17896243,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 3), (1, 4), (3, 4), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286331699,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 3), (1, 4), (3, 4, 5)]"
5,0.333333333333,0.5,201523,-0,4,0.79012345679,0.526748971193,0,"[(1, 3), (1, 4), (3, 4), (1, 5)]"
5,0.333333333333,0.5,16978739,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 3), (1, 4), (3, 4), (1, 5), (4, 5)]"
5,0.333333333333,0.5,50533171,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 3), (3, 4), (1, 4, 5)]"
5,0.333333333333,0.5,1250099,-0,4.25,0.83950617284,0.559670781893,0,"[(1, 3), (1, 4), (3, 4), (1, 5), (3, 5)]"
5,0.333333333333,0.5,18027315,-0,4.5,0.888888888889,0.592592592593,0,"[(1, 3), (1, 4), (3, 4), (1, 5), (3, 5), (4, 5)]"
5,0.333333333333,0.5,286462771,-0,4.625,0.913580246914,0.609053497942,0,"[(1, 3), (1, 4), (1, 5), (3, 4, 5)]"
5,0.333333333333,0.5,51581747,-0,4.625,0.913580246914,0.609053497942,0,"[(1, 3), (3, 4), (3, 5), (1, 4, 5)]"
5,0.333333333333,0.5,320017203,-0,4.75,0.938271604938,0.625514403292,0,"[(1, 3), (1, 4, 5), (3, 4, 5)]"
5,0.333333333333,0.5,3347251,-0,4.375,0.864197530864,0.576131687243,0,"[(1, 4), (3, 4), (1, 3, 5)]"
5,0.333333333333,0.5,20124467,-0,4.625,0.913580246914,0.609053497942,0,"[(1, 4), (3, 4), (1, 3, 5), (4, 5)]"
5,0.333333333333,0.5,288559923,-0,4.75,0.938271604938,0.625514403292,0,"[(1, 4), (1, 3, 5), (3, 4, 5)]"
5,0.333333333333,0.5,53678899,-0,4.75,0.938271604938,0.625514403292,0,"[(3, 4), (1, 3, 5), (1, 4, 5)]"
